P_A.std	day	P_A.lag	N_A.lag	steps.pm	steps.pmd	record_id	N_A.std
-0.276500671	36	-0.551701879	1.182971401	0.955170998	1.138116449	1	0.209168494
0.969962178	37	0.808912916	-0.474896743	0.955170998	1.086848402	1	-0.142163031
-0.233112574	38	-0.83952424	1.218701318	0.955170998	0.887147156	1	0.289719301
0.088859839	39	-0.726139674	1.147241484	0.955170998	-0.59344147	1	0.576849494
0.501953243	40	-1.044488648	1.868985806	0.955170998	-0.610530819	1	2.14420396
0.272952535	41	-0.569145659	1.868985806	0.955170998	-0.489440576	1	1.751504984
0.430025701	42	-0.913660302	1.375912953	0.955170998	-0.015984238	1	-0.514021779
-0.152587623	43	0.656279846	-0.374852976	0.955170998	1.376390797	1	0.411075163
1.016780746	44	0.843800475	-0.346269042	0.955170998	0.526968786	1	-0.119107993
0.367706417	45	0.699889294	-0.224787325	0.955170998	0.622018116	1	0.266357012
-0.392444557	46	0.590865673	0.239701595	0.955170998	-0.731621061	1	1.323866852
0.109030869	47	-0.795914791	0.832818216	0.955170998	0.024704688	1	0.219201344
-0.579855518	50	0.774025357	-0.210495358	0.955170998	0.085900832	1	0.777759685
0.2506542	51	0.808912916	0.068197994	0.955170998	-1.484691697	1	-0.168735939
1.036787841	52	-0.874411799	1.375912953	0.955170998	0.380976921	1	-0.327571341
0.660200762	55	-0.717417784	0.396913229	0.955170998	0.827578568	1	-0.634346848
0.873381594	56	0.429510713	-0.639254361	0.955170998	0.220499798	1	-0.425859657
-0.40813011	57	0.569060949	-0.503480677	0.955170998	0.803816236	1	-0.565638575
0.055398652	58	1.035682048	-0.753590095	0.955170998	0.215454371	1	0.768947159
0.113862205	59	0.808912916	-0.317685109	0.955170998	0.496045202	1	0.485856997
0.129541996	60	0.455676382	-0.703568212	0.955170998	1.448491573	1	-0.346265221
-0.326644933	61	0.451315437	-0.660692311	0.955170998	-0.783702886	1	-0.151149459
-0.039906416	62	0.599587563	-0.596378461	0.955170998	1.397386283	1	-0.08926011
-0.279728313	63	0.638836066	-0.146181508	0.955170998	-0.437195996	1	-0.946124361
0.18491964	64	-0.486287707	0.768504365	0.955170998	0.221476332	1	0.514197914
-1.098698396	65	-0.281323298	0.425497163	0.955170998	0.045374662	1	-0.536134285
-0.888818194	66	-0.861328964	0.261139545	0.955170998	1.384854094	1	0.144189462
-0.535171124	67	0.403345044	0.411205196	0.955170998	1.092056585	1	-0.692842371
-0.937004804	68	-0.625837942	-0.310539126	0.955170998	-1.445142061	1	0.290515478
-0.671637619	69	-1.258174946	0.211117661	0.955170998	0.493929378	1	0.438612051
-0.642937873	70	0.002138117	-0.360561009	0.955170998	0.413528061	1	0.025760006
0.28988714	71	0.874327089	-0.517772644	0.955170998	0.546173959	1	0.986348938
0.770197725	72	0.398984099	0.182533728	0.955170998	-0.017937306	1	-0.469102019
0.523238793	73	0.429510713	-0.44631281	0.955170998	0.224568691	1	-0.765906979
0.626618776	74	-0.172299677	0.668460598	0.955170998	-0.822764255	1	0.290434011
-0.828021689	75	-0.377264085	0.825672232	0.955170998	-1.442049703	1	-0.210074028
1.170941404	76	-1.009601089	0.06105201	0.955170998	0.406041299	1	-0.854423635
-0.156384946	77	0.089357014	-0.246225275	0.955170998	0.036260343	1	0.247900882
-0.063025219	78	0.407705989	-0.153327491	0.955170998	1.249929616	1	-0.209244802
0.405273494	79	0.433871658	-0.110451591	0.955170998	0.177532293	1	-0.16001715
-0.300635786	80	-0.612755107	0.261139545	0.955170998	-0.363630418	1	-0.233103878
-0.746804613	81	-1.092459042	-0.296247159	0.955170998	-0.084178877	1	-0.051471681
1.005867114	82	-0.617116052	0.096781927	0.955170998	-1.290686899	1	0.796587552
0.225660892	83	-0.813358571	-0.02469979	0.955170998	0.787052399	1	0.669742876
-0.671018548	84	-1.096819986	-0.131889541	0.955170998	0.19087826	1	-0.131825884
0.082879579	85	-0.163577787	-0.453458793	0.955170998	0.709906196	1	-0.178771925
1.397176227	86	0.512368665	-0.40343691	0.955170998	0.907166107	1	-0.395628742
-0.952326422	87	-0.460122037	0.182533728	0.955170998	0.88470582	1	-0.048533822
-1.200880334	88	-0.608394163	0.382621262	0.955170998	-1.15999407	1	0.439834065
-0.842882577	89	0.416427879	-0.303393142	0.955170998	-1.050622238	1	1.025735395
-0.997919851	90	-0.338015581	-0.389144943	0.955170998	-0.002150003	1	-1.514173449
0.056075557	91	-1.083737152	-0.081867657	0.955170998	0.181926697	1	-0.120126001
0.120197829	92	-0.708695894	0.068197994	0.955170998	1.223237681	1	-0.519149075
-0.352200467	93	0.115522684	-0.596378461	0.955170998	0.98431231	1	-0.393376657
-1.293903297	94	-0.599672273	-0.274809209	0.955170998	-1.79815918	1	-0.821941374
-0.359218067	95	-0.625837942	0.661314614	0.955170998	0.182414964	1	1.470381214
-1.523081977	96	-1.293062505	0.118219877	0.955170998	-0.287623505	1	0.922589831
0.099243919	97	-0.656364556	0.604146747	0.955170998	0.924418211	1	0.519238166
0.037472718	98	-0.08508078	0.311161429	0.955170998	-1.019047632	1	-0.310814859
-0.303300874	99	-0.800275736	-0.139035524	0.955170998	-2.37040823	1	0.504838535
-0.009641042	100	-0.320571802	-0.346269042	0.955170998	-2.37040823	1	1.541925888
1.845161009	2	2.147722986	-0.903655746	-0.56431624	0.561147483	2	-0.62013395
1.955915837	3	1.88170535	-0.503480677	-0.56431624	0.162884279	2	-0.526910533
2.066954319	4	2.0517822	-0.689276245	-0.56431624	0.34842578	2	-0.6987508
1.83440473	5	1.916592909	-0.51062666	-0.56431624	0.068648728	2	-0.645920968
1.801621271	6	1.620048659	-0.746444112	-0.56431624	0.399856582	2	-0.659620617
1.937041663	7	1.859900626	-0.789320012	-0.56431624	1.299570106	2	-0.548188422
1.757822398	8	2.073586924	-0.796465996	-0.56431624	0.255817786	2	-0.729997711
1.96683764	9	1.955841413	-0.710714195	-0.56431624	0.818952516	2	-0.806273572
1.907906314	10	2.091030703	-0.546356577	-0.56431624	0.219360508	2	-0.532207682
1.859697321	11	1.816291177	-0.775028045	-0.56431624	0.123171888	2	-0.644134083
1.902739956	12	1.88170535	-0.674984278	-0.56431624	0.556753079	2	-0.907386469
1.961262745	13	1.825013067	-0.646400344	-0.56431624	0.862896556	2	-0.555491554
1.959581181	14	2.104113538	-0.860779846	-0.56431624	0.66238153	2	-0.767591967
2.041139912	15	2.069225979	-0.867925829	-0.56431624	0.401484139	2	-0.846633414
1.914051766	16	1.894788185	-0.789320012	-0.56431624	0.938740713	2	-0.642137982
2.021039773	17	2.064865034	-0.775028045	-0.56431624	0.029750115	2	-0.679463203
1.844312648	18	1.868622516	-0.803611979	-0.56431624	0.124148422	2	-0.733768666
1.868018676	19	1.947119523	-0.725006162	-0.56431624	0.277789805	2	-0.697161697
2.02731254	22	2.069225979	-0.810757962	-0.56431624	-0.018588329	2	-0.664756262
2.062558863	23	2.056143145	-0.796465996	-0.56431624	0.31701393	2	-0.743521001
1.9595721	24	1.872983461	-0.753590095	-0.56431624	0.324988959	2	-0.702855791
1.756448079	25	1.960202358	-0.696422228	-0.56431624	-0.063183391	2	-0.824577434
1.872502632	26	1.964563303	-0.753590095	-0.56431624	0.227010026	2	-0.802984309
2.000337319	27	1.886066295	-0.732152145	-0.56431624	1.19638299	2	-0.717474212
1.771294342	30	1.829374012	-0.667838295	-0.56431624	0.145794931	2	-0.794613602
2.058735423	31	2.108474483	-0.782174029	-0.56431624	-0.012729123	2	-0.668797138
1.787618223	32	1.877344405	-0.796465996	-0.56431624	0.547150493	2	-0.609989701
2.115758962	33	1.938397633	-0.746444112	-0.56431624	0.19543542	2	-0.725395055
2.011293385	36	1.999450861	-0.803611979	-0.56431624	0.389277462	2	-0.676310613
1.943695148	37	1.838095902	-0.603524444	-0.56431624	1.538658233	2	-0.734754767
1.896769159	38	2.073586924	-0.703568212	-0.56431624	0.107872852	2	-0.775545116
2.009443095	39	1.955841413	-0.717860178	-0.56431624	0.380651409	2	-0.702810098
1.672069621	40	1.790125508	-0.660692311	-0.56431624	-0.62599261	2	-0.853992135
1.935383603	41	1.750877005	-0.732152145	-0.56431624	1.158786423	2	-0.645630758
2.01692391	42	2.03433842	-0.839341896	-0.56431624	1.092544852	2	-0.72782968
1.889480367	43	1.977646137	-0.796465996	-0.56431624	0.171673087	2	-0.569904653
2.136845976	44	1.964563303	-0.746444112	-0.56431624	1.055436552	2	-0.567750226
2.034429295	45	1.938397633	-0.717860178	-0.56431624	0.142377061	2	-0.583902464
2.01376618	46	1.851178736	-0.53206461	-0.56431624	0.37723354	2	-0.631173165
1.889649076	47	1.903510075	-0.574940511	-0.56431624	1.137628182	2	-0.70575066
1.986826506	50	1.951480468	-0.782174029	-0.56431624	0.438104172	2	-0.827492362
2.06110444	51	2.008172751	-0.739298128	-0.56431624	1.389248498	2	-0.742697567
1.973074446	52	1.982007082	-0.632108378	-0.56431624	0.616809934	2	-0.586576577
1.761294328	55	1.942758578	-0.696422228	-0.56431624	0.760197708	2	-0.735691816
2.031338926	56	1.903510075	-0.739298128	-0.56431624	1.074153458	2	-0.730548819
2.050138277	57	1.973285192	-0.739298128	-0.56431624	0.971780121	2	-0.738040424
2.004347124	58	2.003811806	-0.632108378	-0.56431624	0.340776262	2	-0.835594236
2.10954429	59	1.912231964	-0.674984278	-0.56431624	0.074670689	2	-0.686979089
1.74493585	60	1.947119523	-0.775028045	-0.56431624	-0.70932353	2	-0.840406521
1.804489412	61	1.990728972	-0.639254361	-0.56431624	-0.141306128	2	-0.686492839
1.949226726	62	1.973285192	-0.803611979	-0.56431624	-0.850920991	2	-1.000636176
1.997015447	63	1.982007082	-0.760736079	-0.56431624	-0.750012456	2	-0.573253974
1.860103686	64	1.986368027	-0.739298128	-0.56431624	-0.517922824	2	-0.69439895
2.026573915	65	1.955841413	-0.767882062	-0.56431624	-0.843434229	2	-0.540057731
1.744848658	66	2.021255586	-0.381998959	-0.56431624	-0.849618946	2	-0.748645207
1.860211115	67	1.973285192	-0.782174029	-0.56431624	-0.850920991	2	-0.912531976
2.025069023	68	1.977646137	-0.739298128	-0.56431624	-0.850920991	2	-0.41067029
1.678764352	69	1.999450861	-0.825049929	-0.56431624	-0.850920991	2	-0.950123117
1.844703599	70	2.060504089	-0.739298128	-0.56431624	-0.850920991	2	-0.631788554
2.036343784	71	1.798847398	-0.796465996	-0.56431624	-0.850920991	2	-0.615541734
1.856764433	72	1.681101887	-0.739298128	-0.56431624	1.288502718	2	-0.650327637
2.023282246	73	2.016894641	-0.767882062	-0.56431624	0.12235811	2	-0.680426098
1.914805579	74	1.842456847	-0.796465996	-0.56431624	-0.850920991	2	-0.46565807
1.961937157	75	1.907871019	-0.732152145	-0.56431624	-0.850920991	2	-1.014819722
1.665766462	76	1.829374012	-0.760736079	-0.56431624	-0.850920991	2	-0.848230561
1.54952326	77	1.253729291	-0.746444112	-0.56431624	-0.850920991	2	-0.885895406
1.920084968	78	1.995089917	-0.832195912	-0.56431624	-0.850920991	2	-0.424870266
1.91152982	79	1.916592909	-0.710714195	-0.56431624	-0.850920991	2	-0.770567845
1.973203373	80	1.833734957	-0.789320012	-0.56431624	-0.850920991	2	-0.77993648
2.170936849	81	1.829374012	-0.710714195	-0.56431624	-0.850920991	2	-0.734862682
2.084985838	82	1.537190707	-0.703568212	-0.56431624	-0.850920991	2	-0.960020375
2.006324605	83	1.964563303	-0.767882062	-0.56431624	-0.850920991	2	-0.581642534
1.857509767	84	2.060504089	-0.753590095	-0.56431624	-0.850920991	2	-0.493922061
1.950523127	85	2.003811806	-0.760736079	-0.56431624	-0.850920991	2	-0.819724887
2.008514778	86	1.968924247	-0.02469979	-0.56431624	-0.850920991	2	-0.285676906
1.852731919	87	1.964563303	-0.767882062	-0.56431624	-0.850920991	2	-0.544387555
1.901119057	88	1.947119523	-0.817903946	-0.56431624	-0.850920991	2	-0.681820055
2.18421087	89	1.920953854	-0.746444112	-0.56431624	-0.850920991	2	-0.595464946
1.959681471	90	1.942758578	-0.782174029	-0.56431624	-0.850920991	2	-0.854346243
2.1006144	91	2.056143145	-0.181911425	-0.56431624	-0.850920991	2	-0.569429947
2.25479341	92	2.064865034	-0.803611979	-0.56431624	-0.850920991	2	-0.720642512
2.015288108	93	2.077947869	-0.832195912	-0.56431624	-0.850920991	2	-1.006740879
2.050365241	94	1.951480468	-0.789320012	-0.56431624	-0.850920991	2	-0.8731952
2.031029142	95	1.951480468	-0.832195912	-0.56431624	-0.850920991	2	-0.761772983
2.076281197	96	2.064865034	-0.825049929	-0.56431624	-0.850920991	2	-0.740898057
1.902726545	97	1.947119523	-0.817903946	-0.56431624	-0.850920991	2	-0.867923379
1.985708715	98	2.073586924	-0.803611979	-0.56431624	-0.850920991	2	-0.64271163
2.037443035	99	2.108474483	-0.853633863	-0.56431624	-0.850920991	2	-0.76601431
1.979941533	100	2.021255586	-0.796465996	-0.56431624	-0.850920991	2	-0.764100977
-0.437306806	2	-0.438317313	1.683190238	0.360318436	-0.152718558	3	2.174725824
-0.360515835	3	0.538534335	4.055656721	0.360318436	-0.402548562	3	3.581108341
0.499925336	4	0.071913235	3.283890515	0.360318436	-0.157601229	3	3.1923872
0.162229764	5	-0.39034692	3.562583867	0.360318436	0.58244895	3	3.505736138
-0.286643173	6	0.342291816	3.533999934	0.360318436	0.230408365	3	3.24180501
-0.308426423	7	-0.84824613	3.934175003	0.360318436	-0.060598831	3	2.883012562
-0.323082264	8	-0.412151644	3.505416	0.360318436	0.130150853	3	3.746523863
-0.216162986	9	-0.298767078	3.48397805	0.360318436	-0.034069651	3	2.148352871
-0.625088173	10	-0.22027007	3.312474449	0.360318436	-0.30033798	3	1.919988397
-0.196705835	11	-0.364181251	2.147679158	0.360318436	0.03103263	3	3.191340691
-0.815301685	12	-0.359820306	2.898007413	0.360318436	0.040797972	3	2.189461994
-0.067420477	13	-0.721778729	3.712649518	0.360318436	-0.375205604	3	3.492451362
0.042066497	14	-0.769749122	3.076656997	0.360318436	-0.486530504	3	2.643252252
-0.311376597	15	-0.604033218	1.840401872	0.360318436	1.027748552	3	3.083274959
-0.421294568	16	-0.726139674	2.569292177	0.360318436	0.138125882	3	2.866441833
0.098751668	17	-0.115607394	2.662189961	0.360318436	-0.096730597	3	2.695266004
-0.088558312	18	-0.37290314	2.519270294	0.360318436	-0.149300689	3	2.366797648
-0.421705569	19	0.224546305	2.054781374	0.360318436	0.248148737	3	2.362824608
-0.038021654	20	0.473120162	2.440664476	0.360318436	0.775314457	3	3.01029404
-0.581179814	21	-0.359820306	2.362058659	0.360318436	0.046006154	3	2.820526407
-0.042119229	22	-0.634559832	2.119095224	0.360318436	1.492904349	3	3.25805744
-0.143626769	23	0.560339059	1.590292454	0.360318436	-0.324751336	3	2.237560052
0.389078424	24	0.555978114	1.683190238	0.360318436	-0.187548279	3	2.209347529
-0.621962488	25	0.185297801	2.319182759	0.360318436	-1.341974476	3	2.18074202
-0.466073812	26	-0.726139674	2.076219324	0.360318436	-0.846871629	3	2.520511772
-0.348837467	27	-0.486287707	2.776525695	0.360318436	0.244079844	3	2.763996819
-0.207401448	28	-0.429595423	2.890861429	0.360318436	0.176861739	3	2.29108468
-0.565090483	29	-0.83080235	3.605459768	0.360318436	0.988849939	3	1.819768437
-0.614197774	30	-0.198465346	2.769379712	0.360318436	-0.191454416	3	1.429134987
-0.291155482	31	0.163493077	2.076219324	0.360318436	-0.703158344	3	2.851093512
0.21893872	32	-0.124329284	2.855131513	0.360318436	0.133080455	3	2.382085777
0.227280367	33	-0.22027007	2.726503812	0.360318436	0.915447117	3	2.968756067
-0.037106108	34	0.23762914	2.304890792	0.360318436	-0.044160505	3	2.773254635
0.02411721	35	-0.176660622	2.55500021	0.360318436	-0.248256156	3	2.169492514
0.254226785	36	-0.211548181	2.926591346	0.360318436	0.480726636	3	2.660059628
-0.015894395	37	-0.006583772	2.304890792	0.360318436	-0.817901114	3	2.628362147
0.201280837	38	0.124244573	2.883715446	0.360318436	-0.629430011	3	3.787374812
-0.159489886	39	-0.324932747	2.690773895	0.360318436	-0.387900548	3	1.749623908
-0.653147753	40	-0.329293692	2.797963645	0.360318436	2.409707222	3	3.318535768
-0.491690942	41	-0.276962353	3.04092708	0.360318436	0.662687511	3	2.122969153
0.10274472	42	0.241990084	1.926153673	0.360318436	-0.572302759	3	2.951144466
0.19215262	43	0.050108511	2.262014892	0.360318436	-0.381878587	3	1.792078394
-0.128644173	44	0.054469456	2.526416277	0.360318436	-0.048554909	3	2.08801311
-0.136037293	45	-0.124329284	2.55500021	0.360318436	-0.841663447	3	2.604117836
0.481990055	46	-0.067637	2.790817662	0.360318436	-1.693526794	3	2.826274545
0.643815763	47	0.385901265	2.812255612	0.360318436	1.092525321	3	3.044527944
-0.354733931	48	-0.311849912	2.404934559	0.360318436	0.041774506	3	2.552715459
-0.222442433	49	-0.595311328	2.433518493	0.360318436	0.304787721	3	1.708710729
-0.343088103	50	-0.028388497	2.362058659	0.360318436	0.765060848	3	1.913468978
-0.109460227	51	0.124244573	1.861839822	0.360318436	-0.877632457	3	2.061833211
-0.435968199	52	-0.259518574	2.655043978	0.360318436	-0.144092506	3	1.377141344
0.395915614	55	0.294321423	2.347766692	0.360318436	0.863528048	3	1.525611373
0.196981441	56	-0.22027007	2.605022094	0.360318436	0.011176434	3	2.324245418
-0.363395398	57	-0.290045188	2.104803257	0.360318436	1.145909192	3	2.129362807
-0.457256872	58	-0.106885504	2.97661323	0.360318436	0.2684932	3	2.959039678
-0.069844563	59	0.394623154	3.01948913	0.360318436	-0.650099985	3	2.698211854
-0.298859662	60	-0.242074795	2.990905197	0.360318436	0.033148454	3	1.789897078
0.361473071	61	0.23762914	2.276306859	0.360318436	0.973225391	3	2.301782613
0.047053601	62	0.311765202	2.747941762	0.360318436	0.07269809	3	2.854057309
0.843304295	63	0.499285831	2.369204643	0.360318436	-0.486042237	3	2.237792502
0.278861798	64	-0.019666607	2.669335945	0.360318436	-1.724613133	3	2.879494387
0.577498726	65	0.538534335	2.154825141	0.360318436	-0.730013035	3	2.108016101
0.01212466	66	0.250711974	2.526416277	0.360318436	-1.256527733	3	2.310812423
0.165390902	67	0.5254515	2.147679158	0.360318436	-1.246925146	3	2.500066643
0.141620149	68	0.442593548	1.56170852	0.360318436	-0.388388816	3	2.823153242
0.007579466	69	0.420788823	1.776088022	0.360318436	0.940511495	3	2.217805439
0.168911257	70	0.294321423	2.547854227	0.360318436	1.000568349	3	2.231737156
0.182041862	71	0.564700004	2.883715446	0.360318436	1.507226851	3	3.347886949
-0.050650848	72	0.630114177	1.49739467	0.360318436	1.089432963	3	1.349659004
-0.425693426	73	0.385901265	2.211993008	0.360318436	0.000271802	3	1.774965741
-0.393702646	74	0.569060949	2.669335945	0.360318436	-0.630243789	3	1.668310362
0.669082706	75	0.137327408	2.719357828	0.360318436	-0.537310283	3	2.836588409
-0.350582842	76	-0.233352905	2.919445363	0.360318436	-0.108611763	3	2.024641284
0.169274946	77	-0.106885504	2.597876111	0.360318436	-1.205422442	3	2.557250272
0.514034729	78	-0.080719835	2.776525695	0.360318436	-0.513873462	3	2.53740325
0.151654066	79	0.159132132	2.44781046	0.360318436	-0.935410732	3	1.860195594
0.13999352	80	0.468759217	2.240576942	0.360318436	-0.809926085	3	2.33531694
0.373717849	81	0.276877643	2.354912676	0.360318436	-0.330936053	3	2.566457867
0.945218657	82	0.167854022	2.576438161	0.360318436	0.188254638	3	2.848813439
0.507644017	83	0.050108511	1.754650072	0.360318436	0.495374649	3	2.280236552
0.438008664	84	0.477481107	2.312036776	0.360318436	0.014106037	3	1.457437865
0.333415668	85	-0.037110386	2.569292177	0.360318436	0.398697762	3	2.722802228
0.533986078	86	0.250711974	2.454956443	0.360318436	-0.727246188	3	2.505013068
-0.039073062	87	-0.006583772	2.547854227	0.360318436	0.424413163	3	1.954090527
-0.085083118	88	0.071913235	2.412080543	0.360318436	0.280048855	3	1.949986246
-0.836507457	89	-0.495009596	1.933299656	0.360318436	1.091874299	3	2.975801471
0.338696684	90	0.285599533	1.483102703	0.360318436	0.176698984	3	1.822027319
0.059801933	91	0.207102526	2.290598825	0.360318436	-0.374880092	3	2.660406218
-0.449637779	92	-0.07635889	2.540708244	0.360318436	0.644621628	3	3.31824984
-0.004691474	93	-0.167938732	1.868985806	0.360318436	-0.027396667	3	2.754713062
0.087263557	94	0.159132132	1.747504088	0.360318436	-0.693393002	3	1.944414471
-0.064354567	95	0.289960478	2.04763539	0.360318436	-0.062877411	3	1.973952872
0.35361145	96	0.53417339	1.997613507	0.360318436	1.672749401	3	1.742227857
-0.114917645	97	0.281238588	2.276306859	0.360318436	0.341082243	3	2.275180103
0.357867482	98	0.503646776	1.776088022	0.360318436	-0.611852395	3	1.655966407
0.211458351	99	0.407705989	1.468810736	0.360318436	0.956298798	3	2.181771022
0.116803699	100	0.481842051	1.611730404	0.360318436	-0.395224555	3	2.167189424
-1.200401497	2	-0.747944398	1.711774171	-0.232517583	-0.090954397	4	0.322376409
-0.493578607	3	-0.067637	-0.417728876	-0.232517583	1.286609869	4	0.074914673
-1.148403562	4	0.023942842	-0.038991757	-0.232517583	-0.215299753	4	-0.50934862
-0.799775434	5	-0.024027552	-0.081867657	-0.232517583	-0.346155338	4	-0.048214429
-0.103406568	6	-0.019666607	0.08248996	-0.232517583	0.620450779	4	-0.094793739
-0.699238731	7	0.590865673	-0.296247159	-0.232517583	0.043644569	4	0.939026
-1.10037156	8	-1.371559512	0.897132066	-0.232517583	0.320329263	4	-0.480635511
-2.372906393	9	-1.415168961	1.025759767	-0.232517583	-0.113251928	4	0.582631328
-0.176602019	10	-0.207187236	0.06105201	-0.232517583	0.914875845	4	1.453700427
0.621542854	11	-0.006583772	0.003884143	-0.232517583	0.116396368	4	0.845387177
0.272887879	12	-0.128690228	0.189679711	-0.232517583	-0.473593053	4	0.591170541
-0.797057586	13	-0.490648651	0.46122708	-0.232517583	-0.019179132	4	0.730680697
-0.920838428	14	0.080635125	-0.060429707	-0.232517583	1.123203144	4	0.258713293
-0.241734583	15	0.023942842	-0.274809209	-0.232517583	0.395196887	4	1.142684711
-0.435439621	16	-0.211548181	-0.153327491	-0.232517583	0.153504668	4	0.603815167
-0.349945403	17	-1.122985656	0.761358382	-0.232517583	0.951984145	4	0.125333613
-0.725208489	18	-1.162234159	1.211555335	-0.232517583	-0.324671586	4	1.897100547
-0.213029306	19	-0.290045188	-0.296247159	-0.232517583	-0.248990184	4	0.774224442
-0.511710701	20	-1.218926442	0.597000764	-0.232517583	-0.342411957	4	0.486440029
-0.529368707	21	-0.939825972	-0.00326184	-0.232517583	-0.187631284	4	1.222929689
-1.276395469	22	-0.673808335	0.339745362	-0.232517583	-0.552366813	4	0.712598305
-0.511754412	23	-1.480583134	1.182971401	-0.232517583	-0.279913767	4	0.891196676
-0.714562804	24	-1.812014943	1.783234005	-0.232517583	-0.009576546	4	0.649733702
-0.184527603	25	-0.041471331	-0.053283724	-0.232517583	-0.520954963	4	-0.719150743
-0.592459267	26	-0.761027233	-0.346269042	-0.232517583	-0.217090066	4	0.755528711
-0.365045656	27	-0.970352586	0.268285528	-0.232517583	0.408054587	4	-0.309995381
-0.580904703	28	-0.185382512	-0.381998959	-0.232517583	-0.074841582	4	0.494012082
-1.126548689	29	-0.887494633	0.404059213	-0.232517583	-0.391889691	4	0.339527461
-1.356277771	30	-1.5939677	0.739920432	-0.232517583	-0.262498907	4	1.399707854
-1.310961382	31	-1.646299038	0.661314614	-0.232517583	-0.408816284	4	0.934308339
-0.744532848	32	-1.707352266	1.190117385	-0.232517583	-0.622351765	4	1.130193874
-0.839482152	33	-0.133051173	0.411205196	-0.232517583	0.05422369	4	0.326067619
-0.516402777	34	-0.368542195	2.833693562	-0.232517583	-0.190886398	4	2.438396501
-0.877769247	35	-1.855624391	1.461664753	-0.232517583	-0.197722138	4	0.621509102
0.606625012	36	-0.050193221	0.511248963	-0.232517583	0.654954988	4	0.460611303
-0.520951756	37	-1.088098097	1.111511567	-0.232517583	0.03339096	4	0.056013314
-0.464369717	38	-1.816375888	3.248160599	-0.232517583	0.848146007	4	0.737074785
-0.855428961	39	-1.410808016	1.969029573	-0.232517583	-0.10104525	4	1.842070227
0.454706619	40	-0.163577787	-0.246225275	-0.232517583	-0.318975136	4	1.108279005
-1.314267746	41	-0.952908806	-0.296247159	-0.232517583	0.768558468	4	0.416191089
-1.86165306	42	-0.861328964	0.011030127	-0.232517583	0.121279039	4	-0.196350017
-0.450977798	43	-0.272601409	0.496956997	-0.232517583	0.521820823	4	-0.747629898
-0.907016074	44	-1.716074156	2.090511291	-0.232517583	-0.023736292	4	-1.336884231
0.207685557	45	1.262451181	-0.281955192	-0.232517583	0.582365944	4	-0.516403971
0.177395097	46	-0.006583772	-0.246225275	-0.232517583	-0.246711604	4	0.041841011
-0.670913624	47	-0.215909126	-0.296247159	-0.232517583	-0.036756748	4	0.152396511
-0.569746176	50	-1.894872895	3.912737053	-0.232517583	0.174174643	4	0.597952526
0.117645391	51	-1.781488329	2.562146194	-0.232517583	-0.280076523	4	4.4760017
-0.373639278	52	-1.284340615	0.561270847	-0.232517583	-0.031223054	4	1.090516155
